Social_Media_Usage_Hours,Mental_Health_Score
1.8238277985860591,7.660825320565405
4.485738222908852,4.1446737100678
6.384401368222879,0.0
4.398274029860499,4.555597325817507
0.18480167020462268,9.958932162679135
6.782328864008375,2.6370579382746357
6.259427170863504,1.444847179135512
4.420150128240448,4.431238172801142
3.027924051738979,6.257354174067394
7.786381473958457,0.0
4.293582125061165,4.621403683954045
1.76291122410625,7.38325338493136
3.786886388614759,4.475094345664537
1.279423557705643,7.647773586369193
5.924899037884404,0.0
6.060373514171626,1.1143805736266288
2.714222402278325,7.819911540892565
0.0727723778523588,8.793430889100964
7.241641777946323,0.0
7.971859321444171,0.0
5.232564150998029,3.261454462806468
7.6310439517447906,0.0
0.7980234084860927,7.547462740924713
4.401959738093496,1.0686131220758361
6.694509653530206,0.0
3.1963825865893103,6.238609858296325
0.5404367728820878,8.497563801757787
4.275136392685264,4.042517605521148
2.5453307643142473,7.80504751302033
4.194139448594952,3.5561809305792633
0.5497154909301276,11.024305396199304
6.290544812222183,0.18505111848780165
7.369413672367975,0.0
1.546300503437731,8.05853257057463
5.490427762512284,1.3796095201994767
4.834631783239259,4.864964581947082
7.4138427956725135,0.0
7.432556016730834,0.0
1.9689048355639605,9.313649123210201
1.7697382365131373,4.883737180671519
3.726058812597219,4.617603592897672
0.8403961938100517,8.806572524007102
3.4497074299644224,3.2821976307117673
1.8432768449833894,5.907482238009846
6.309192485270265,0.0
6.942241899068585,0.0
6.41233544455816,3.0702410186441877
4.432725572743983,1.8215562632111322
7.645000161761022,0.0
1.2592368335525714,7.549940941911365
5.939395437505997,1.9482638670106165
2.7737788198371023,5.983796233489847
0.19610291396280477,12.273684535157582
2.418430239899531,8.920301777346738
5.514972936947326,0.0
0.4853917576313531,8.106495010762057
4.651033604052966,0.09225021239791698
2.023688680533028,6.073119380500193
4.097608639692708,5.616629462968984
6.963401217255666,0.0
1.659836273324875,8.377357479375904
5.793337114303965,0.0
3.0770588368168976,6.59890993242726
3.8159418103394325,2.7476228068150594
7.944318798549351,0.0
2.271268805433378,7.075537238887903
7.773074442964629,0.0
3.513026157570337,6.595289501581364
4.540652403173498,0.8859037183419152
7.398557945438168,0.0
2.0627153150070026,6.961139852575264
5.913515087876936,0.2830578754993651
4.798210811302847,1.5395909054762225
6.086681668656426,3.329512671638947
2.203162140893024,2.598146974084833
7.368218065267664,0.0
5.843909203532008,0.9021064727854797
4.981637784285219,1.317155089249606
4.8511933180443165,5.541621291155641
7.429831155250006,0.9405848276391389
0.6613371624216073,6.415010004505579
3.3204551526120616,5.517979361287724
5.486986123155539,2.7806477389552984
7.746517356353942,0.8238249442980656
4.106484102360261,2.380815735170194
3.338686612321946,5.193723063986004
3.634346394271315,4.616400564982246
5.204367019585262,1.581831340494572
3.278936459159188,4.590544623521679
4.30557350944065,3.49044460473744
4.280885914539182,4.359717112514882
3.0617045022108327,3.970781262238443
6.757954652744852,1.2892025554712878
6.740325170540706,0.0
0.3263663464483191,8.696195729870901
1.863973821384051,6.644480899332987
5.2936664376227816,2.3286656368469774
6.176214152070278,0.0
3.373056724631092,7.753675824347533
1.690508469273306,6.068665237214167
3.101259218329436,8.752996912623182
7.54268683361093,0.0
0.33840140802652385,10.599822270567334
5.517437455613104,0.0
6.721635178965657,0.8238485533291728
6.7597436757696405,0.5856123102948024
1.260727608936655,8.966668588224456
5.531475498466665,2.0794603150070388
5.572142709151034,1.5896212992822272
0.20184095573162963,10.188882845294891
4.001482284366902,3.485889666532274
2.5758493564759206,7.793814303679807
2.854915460219198,5.973534119610397
6.196949840757908,3.3844410413422774
0.36621501821330504,11.027651900111348
1.5596595574947942,11.051885453476611
1.9775113052306912,7.129598947698197
6.0412443156894025,0.4656776625981091
7.190648932361075,0.0
0.9513363301301654,8.4994286518053
4.81737507223017,1.729854883825368
4.758978727520238,2.699912689913531
6.127599195277567,3.300399097820325
7.847404295738812,0.0
7.9895454041974645,0.0
5.063573941355938,4.510552641391027
4.246719546977867,4.5889817310928205
0.9038740578375855,7.000723892476329
6.006340379113875,0.0
7.434666471688921,0.14454776115444945
7.050030603172993,0.22302404410928212
5.268082937578866,2.7955893048290092
4.78206598424267,0.2132402313500985
4.651686117960889,5.906091900491343
7.934056246413471,0.0
5.919392115813652,1.031959425366549
5.832367148499387,1.1281417357383041
0.16899951129996538,8.22796423594152
7.013161404416639,0.0
1.1003237180979957,9.528884470276555
5.860005211741686,0.0
6.0589358806126175,0.0
7.46915388833108,0.0
4.077700923471745,0.6224480369275796
7.041567846125763,0.0
5.700163263180044,1.4669576787119636
1.2052698011090106,11.163211686454758
5.713715484703318,1.4847292317973178
1.2752283682526233,7.964949155596497
0.654348445098103,7.810343955840425
6.23020218808359,3.085633518956077
1.0904995449868062,8.780543542704432
0.4307197781859786,10.078255533045981
1.7534942878896453,7.998923212815839
1.360471451635867,6.763707314054961
7.768685113857112,0.0
5.994547069881031,0.0
0.7064012369666415,5.639306818464342
1.7068502763206395,7.814702716667337
5.075963617274482,0.9198485134429246
3.4710718452197504,5.829433759098781
4.875069846285219,4.193337198588873
1.7969505789785192,6.387142666138807
6.143353035124214,1.2680980630008567
0.24263456156399243,8.235128452246364
7.0471865553142745,0.1787498723917591
2.268370151865925,7.098665313194647
6.562533996496225,0.6050529907232857
4.9763248886704226,2.2369273060787416
1.1266835570709448,10.134008151925274
5.1728269299097995,0.0
7.7172406457770135,0.0
5.386736389186415,1.2173400800260377
3.6558522411300327,6.068223268461737
6.73014509673402,0.0
6.856421766931938,0.9901992604177903
4.177618403542024,1.9763565925168223
6.940334574517445,0.6764815895985936
7.998467318292578,0.0
1.4685542626740835,7.659929772485378
4.687613831647043,2.6138630098505002
2.1400928579355947,7.815361308078207
7.763426428582341,0.0
4.295891708636586,1.7874348046799282
1.1372099523372619,8.31111053370777
7.731286752684621,0.0
6.919330640890719,1.8568895780602177
1.0651054067855057,8.88552608810606
7.497458781498824,0.0
0.6093496186587108,10.286717421824246
1.453232088383742,12.85870184327085
7.244012909920506,0.0
4.808064292855932,0.9944786351906854
6.86973945191012,0.0
2.9559507363977495,5.222696926391818
4.657611483109233,0.548640253983093
1.3173212128770704,7.197466942488765
7.101546899179612,0.0
5.406382379589626,0.12370487074075154
0.6850483919271371,10.433729684770938
5.767680346740553,3.3217881079781746
6.734756989445081,0.0
7.338656156542324,0.0
